assetPath,displayName,prefabName,category,colorNotes,prompt
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Spiked Goblin Machete.asset","Spiked Goblin Machete","Weapon_Dungeon_Goblin_Machete_Spikes_01","Polearm","Overall palette reads as palette of brown, dark orange, red. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Spiked Goblin Machete'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark orange, red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Spiked Mace.asset","Spiked Mace","Weapon_Dungeon_Hammer_Mace_Spikes_01","Polearm","Overall palette reads as palette of dark yellow, dark gold, brown. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Spiked Mace'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark yellow, dark gold, brown. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Spiked Shield.asset","Spiked Shield","Weapon_Dungeon_Shield_Spike_01","Shield","Overall palette reads as palette of brown, dark gold, red. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Spiked Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark gold, red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Stone Goblin Shiv.asset","Stone Goblin Shiv","Weapon_Dungeon_Goblin_Shiv_Stone_01","Dagger","Overall palette reads as palette of dark gold, brown, dark orange. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Stone Goblin Shiv'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark gold, brown, dark orange. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Stone Great Hammer.asset","Stone Great Hammer","Weapon_Dungeon_Hammer_Large_Stone_01","Blunt","Overall palette reads as palette of brown, dark gold, red. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Stone Great Hammer'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark gold, red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Stone Mace.asset","Stone Mace","Weapon_Dungeon_Hammer_Mace_Stone_01","Blunt","Overall palette reads as palette of brown, dark orange, dark gold. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Stone Mace'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark orange, dark gold. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Straight Greatsword.asset","Straight Greatsword","Weapon_Dungeon_Greatsword_Straight_01","Greatsword","Overall palette reads as palette of brown, red, dark magenta. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Straight Greatsword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, red, dark magenta. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Straight Sword.asset","Straight Sword","Weapon_Dungeon_Straightsword_01","Sword","Overall palette reads as palette of dark gold, brown. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Straight Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark gold, brown. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Verdant Axe.asset","Verdant Axe","Weapon_Dungeon_Axe_Nature_01","Axe","Overall palette reads as palette of dark orange, brown, dark green. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Verdant Axe'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark orange, brown, dark green. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 01.asset","War Banner 01","Weapon_Dungeon_Banner_01","Polearm","Overall palette reads as palette of dark orange, brown, dark gold. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'War Banner 01'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark orange, brown, dark gold. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 02.asset","War Banner 02","Weapon_Dungeon_Banner_02","Polearm","Overall palette reads as palette of red, brown, dark orange. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'War Banner 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of red, brown, dark orange. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 03.asset","War Banner 03","Weapon_Dungeon_Banner_03","Polearm","Overall palette reads as palette of red, brown, dark gold. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'War Banner 03'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of red, brown, dark gold. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 04.asset","War Banner 04","Weapon_Dungeon_Banner_04","Polearm","Overall palette reads as palette of red, brown, dark orange. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'War Banner 04'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of red, brown, dark orange. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 05.asset","War Banner 05","Weapon_Dungeon_Banner_05","Polearm","Overall palette reads as palette of red, dark orange, dark green. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'War Banner 05'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of red, dark orange, dark green. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Wooden Glaive.asset","Wooden Glaive","Weapon_Dungeon_Handle_Wood_01","Polearm","Overall palette reads as palette of brown, dark orange, red. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Wooden Glaive'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark orange, red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Wooden Great Hammer.asset","Wooden Great Hammer","Weapon_Dungeon_Hammer_Large_Wood_01","Blunt","Overall palette reads as palette of brown, dark gold, dark orange. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Wooden Great Hammer'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark gold, dark orange. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Archer Shield.asset","Archer Shield","Weapon_Shield_16","Shield","Overall palette reads as palette of gold, dark blue, magenta. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Archer Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of gold, dark blue, magenta. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Banded Shield.asset","Banded Shield","Weapon_Shield_09","Shield","Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Banded Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Banded Tower Shield.asset","Banded Tower Shield","Weapon_Shield_Long_09","Shield","Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Banded Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Beast Crest Shield.asset","Beast Crest Shield","Weapon_Shield_02","Shield","Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Beast Crest Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Beast Tower Shield.asset","Beast Tower Shield","Weapon_Shield_Long_02","Shield","Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Beast Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Chevron Tower Shield.asset","Chevron Tower Shield","Weapon_Shield_Long_15","Shield","Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Chevron Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Cross Shield 02.asset","Cross Shield 02","Weapon_Shield_17","Shield","Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Cross Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Cross Shield.asset","Cross Shield","Weapon_Shield_05","Shield","Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Cross Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Cross Tower Shield.asset","Cross Tower Shield","Weapon_Shield_Long_05","Shield","Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Cross Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crown Shield 02.asset","Crown Shield 02","Weapon_Shield_20","Shield","Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Crown Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crown Shield.asset","Crown Shield","Weapon_Shield_04","Shield","Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Crown Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crown Tower Shield.asset","Crown Tower Shield","Weapon_Shield_Long_04","Shield","Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Crown Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crusader Shield.asset","Crusader Shield","Weapon_Shield_08","Shield","Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Crusader Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Dagger.asset","Dagger","Weapon_Dagger_01","Dagger","Overall palette reads as palette of brown, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Dagger'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
