displayName	assetPath	previewPath	prefabName	category	colorNotes	materialSummary	prompt
War Banner 01	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 01.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/War Banner 01.png	Weapon_Dungeon_Banner_01	Polearm	"Overall palette reads as palette of dark orange, brown, dark gold. Keep these same flat color families in the same visible places as the prefab reference."	"shaft: palette of dark orange, brown, dark gold"	"Create a single game inventory icon PNG of 'War Banner 01'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark orange, brown, dark gold. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
War Banner 02	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 02.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/War Banner 02.png	Weapon_Dungeon_Banner_02	Polearm	"Overall palette reads as palette of red, brown, dark orange. Keep these same flat color families in the same visible places as the prefab reference."	"shaft: palette of red, brown, dark orange"	"Create a single game inventory icon PNG of 'War Banner 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of red, brown, dark orange. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
War Banner 03	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 03.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/War Banner 03.png	Weapon_Dungeon_Banner_03	Polearm	"Overall palette reads as palette of red, brown, dark gold. Keep these same flat color families in the same visible places as the prefab reference."	"shaft: palette of red, brown, dark gold"	"Create a single game inventory icon PNG of 'War Banner 03'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of red, brown, dark gold. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
War Banner 04	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 04.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/War Banner 04.png	Weapon_Dungeon_Banner_04	Polearm	"Overall palette reads as palette of red, brown, dark orange. Keep these same flat color families in the same visible places as the prefab reference."	"shaft: palette of red, brown, dark orange"	"Create a single game inventory icon PNG of 'War Banner 04'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of red, brown, dark orange. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
War Banner 05	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 05.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/War Banner 05.png	Weapon_Dungeon_Banner_05	Polearm	"Overall palette reads as palette of red, dark orange, dark green. Keep these same flat color families in the same visible places as the prefab reference."	"shaft: palette of red, dark orange, dark green"	"Create a single game inventory icon PNG of 'War Banner 05'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of red, dark orange, dark green. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Wooden Glaive	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Wooden Glaive.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Wooden Glaive.png	Weapon_Dungeon_Handle_Wood_01	Polearm	"Overall palette reads as palette of brown, dark orange, red. Keep these same flat color families in the same visible places as the prefab reference."	"shaft: palette of brown, dark orange, red"	"Create a single game inventory icon PNG of 'Wooden Glaive'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark orange, red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Wooden Great Hammer	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Wooden Great Hammer.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Wooden Great Hammer.png	Weapon_Dungeon_Hammer_Large_Wood_01	Blunt	"Overall palette reads as palette of brown, dark gold, dark orange. Keep these same flat color families in the same visible places as the prefab reference."	"head: palette of brown, dark gold, dark orange"	"Create a single game inventory icon PNG of 'Wooden Great Hammer'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark gold, dark orange. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Archer Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Archer Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Archer Shield.png	Weapon_Shield_16	Shield	"Overall palette reads as palette of gold, dark blue, magenta. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of gold, dark blue, magenta; shield face: palette of dark red, dark green, muted cyan"	"Create a single game inventory icon PNG of 'Archer Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of gold, dark blue, magenta. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Banded Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Banded Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Banded Shield.png	Weapon_Shield_09	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Banded Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Banded Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Banded Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Banded Tower Shield.png	Weapon_Shield_Long_09	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Banded Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Beast Crest Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Beast Crest Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Beast Crest Shield.png	Weapon_Shield_02	Shield	"Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, muted cyan, dark red"	"Create a single game inventory icon PNG of 'Beast Crest Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Beast Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Beast Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Beast Tower Shield.png	Weapon_Shield_Long_02	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Beast Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Chevron Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Chevron Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Chevron Tower Shield.png	Weapon_Shield_Long_15	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Chevron Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Cross Shield 02	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Cross Shield 02.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Cross Shield 02.png	Weapon_Shield_17	Shield	"Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference."	"guard: palette of dark green, muted cyan, dark red"	"Create a single game inventory icon PNG of 'Cross Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Cross Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Cross Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Cross Shield.png	Weapon_Shield_05	Shield	"Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference."	"guard: palette of dark green, muted cyan, dark red"	"Create a single game inventory icon PNG of 'Cross Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Cross Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Cross Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Cross Tower Shield.png	Weapon_Shield_Long_05	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"guard: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Cross Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Crown Shield 02	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crown Shield 02.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Crown Shield 02.png	Weapon_Shield_20	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Crown Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Crown Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crown Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Crown Shield.png	Weapon_Shield_04	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Crown Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Crown Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crown Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Crown Tower Shield.png	Weapon_Shield_Long_04	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Crown Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Crusader Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crusader Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Crusader Shield.png	Weapon_Shield_08	Shield	"Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, muted cyan, dark red"	"Create a single game inventory icon PNG of 'Crusader Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Dagger	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Dagger.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Dagger.png	Weapon_Dagger_01	Dagger	"Overall palette reads as palette of brown, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"blade: palette of brown, muted cyan"	"Create a single game inventory icon PNG of 'Dagger'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Fleur Shield 02	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Fleur Shield 02.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Fleur Shield 02.png	Weapon_Shield_19	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Fleur Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Fleur Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Fleur Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Fleur Shield.png	Weapon_Shield_03	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Fleur Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Fleur Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Fleur Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Fleur Tower Shield.png	Weapon_Shield_Long_03	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Fleur Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Greatsword	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Greatsword.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Greatsword.png	Weapon_Sword_Large_01	Greatsword	"Overall palette reads as palette of brown, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference."	"blade: palette of brown, muted cyan, dark red"	"Create a single game inventory icon PNG of 'Greatsword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Halfcoat Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Halfcoat Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Halfcoat Shield.png	Weapon_Shield_07	Shield	"Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, muted cyan, dark red"	"Create a single game inventory icon PNG of 'Halfcoat Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
